HotelId,HotelName,VenueId,BoardId,BoardCode,CategoryId,CategoryName,GapType,SuggestedRPC,SuggestedITC,Reason
1,Grand Hotel Rimini,2768,1,RO,2,superior,A,7073,SPR,Board RO exists for hotel but category superior is missing
1,Grand Hotel Rimini,2768,1,RO,4,deluxe,A,7073,DLX,Board RO exists for hotel but category deluxe is missing
1,Grand Hotel Rimini,2768,1,RO,12,suite,A,7073,Suite,Board RO exists for hotel but category suite is missing
1,Grand Hotel Rimini,2768,2,BB,2,superior,A,7074,SPR,Board BB exists for hotel but category superior is missing
1,Grand Hotel Rimini,2768,2,BB,4,deluxe,A,7074,DLX,Board BB exists for hotel but category deluxe is missing
1,Grand Hotel Rimini,2768,2,BB,12,suite,A,7074,Suite,Board BB exists for hotel but category suite is missing
250,Holiday Inn London - Bloomsbury,2849,1,RO,2,superior,A,7163,SPR,Board RO exists for hotel but category superior is missing
250,Holiday Inn London - Bloomsbury,2849,1,RO,4,deluxe,A,7163,DLX,Board RO exists for hotel but category deluxe is missing
250,Holiday Inn London - Bloomsbury,2849,1,RO,12,suite,A,7163,Suite,Board RO exists for hotel but category suite is missing
250,Holiday Inn London - Bloomsbury,2849,2,BB,2,superior,A,7164,SPR,Board BB exists for hotel but category superior is missing
250,Holiday Inn London - Bloomsbury,2849,2,BB,4,deluxe,A,7164,DLX,Board BB exists for hotel but category deluxe is missing
250,Holiday Inn London - Bloomsbury,2849,2,BB,12,suite,A,7164,Suite,Board BB exists for hotel but category suite is missing
571,Strand Palace Hotel,2845,1,RO,4,deluxe,A,7171,DLX,Board RO exists for hotel but category deluxe is missing
571,Strand Palace Hotel,2845,1,RO,12,suite,A,7171,Suite,Board RO exists for hotel but category suite is missing
571,Strand Palace Hotel,2845,2,BB,4,deluxe,A,7172,DLX,Board BB exists for hotel but category deluxe is missing
571,Strand Palace Hotel,2845,2,BB,12,suite,A,7172,Suite,Board BB exists for hotel but category suite is missing
695,Doubletree By Hilton London-Islington,695,1,RO,2,superior,A,7155,SPR,Board RO exists for hotel but category superior is missing
695,Doubletree By Hilton London-Islington,695,1,RO,12,suite,A,7155,Suite,Board RO exists for hotel but category suite is missing
695,Doubletree By Hilton London-Islington,695,2,BB,2,superior,A,7156,SPR,Board BB exists for hotel but category superior is missing
695,Doubletree By Hilton London-Islington,695,2,BB,12,suite,A,7156,Suite,Board BB exists for hotel but category suite is missing
1265,The Clermont Hotel Victoria (ex:The Amba Hotel Grosvenor),2852,1,RO,2,superior,A,7157,SPR,Board RO exists for hotel but category superior is missing
1265,The Clermont Hotel Victoria (ex:The Amba Hotel Grosvenor),2852,1,RO,12,suite,A,7157,Suite,Board RO exists for hotel but category suite is missing
1265,The Clermont Hotel Victoria (ex:The Amba Hotel Grosvenor),2852,2,BB,2,superior,A,7158,SPR,Board BB exists for hotel but category superior is missing
1265,The Clermont Hotel Victoria (ex:The Amba Hotel Grosvenor),2852,2,BB,12,suite,A,7158,Suite,Board BB exists for hotel but category suite is missing
1329,"Thistle Holborn, The Kingsley",2850,1,RO,2,superior,A,7161,SPR,Board RO exists for hotel but category superior is missing
1329,"Thistle Holborn, The Kingsley",2850,1,RO,12,suite,A,7161,Suite,Board RO exists for hotel but category suite is missing
1329,"Thistle Holborn, The Kingsley",2850,2,BB,2,superior,A,7162,SPR,Board BB exists for hotel but category superior is missing
1329,"Thistle Holborn, The Kingsley",2850,2,BB,12,suite,A,7162,Suite,Board BB exists for hotel but category suite is missing
1360,Pullman London St Pancras,2842,1,RO,4,deluxe,A,7177,DLX,Board RO exists for hotel but category deluxe is missing
1360,Pullman London St Pancras,2842,1,RO,12,suite,A,7177,Suite,Board RO exists for hotel but category suite is missing
1360,Pullman London St Pancras,2842,2,BB,4,deluxe,A,7178,DLX,Board BB exists for hotel but category deluxe is missing
1360,Pullman London St Pancras,2842,2,BB,12,suite,A,7178,Suite,Board BB exists for hotel but category suite is missing
1514,Phoenix Hotel,2804,1,RO,2,superior,A,7095,SPR,Board RO exists for hotel but category superior is missing
1514,Phoenix Hotel,2804,1,RO,12,suite,A,7095,Suite,Board RO exists for hotel but category suite is missing
1514,Phoenix Hotel,2804,2,BB,2,superior,A,7096,SPR,Board BB exists for hotel but category superior is missing
1514,Phoenix Hotel,2804,2,BB,12,suite,A,7096,Suite,Board BB exists for hotel but category suite is missing
1758,"The Clermont Hotel, Charing Cross (Ex: Amba Charing Cross - Guonan)",2860,1,RO,12,suite,A,7192,Suite,Board RO exists for hotel but category suite is missing
1758,"The Clermont Hotel, Charing Cross (Ex: Amba Charing Cross - Guonan)",2860,2,BB,12,suite,A,7193,Suite,Board BB exists for hotel but category suite is missing
1850,St James' Court A Taj Hotel (former Crowne Plaza St James),2844,1,RO,2,superior,A,7173,SPR,Board RO exists for hotel but category superior is missing
1850,St James' Court A Taj Hotel (former Crowne Plaza St James),2844,1,RO,4,deluxe,A,7173,DLX,Board RO exists for hotel but category deluxe is missing
1850,St James' Court A Taj Hotel (former Crowne Plaza St James),2844,1,RO,12,suite,A,7173,Suite,Board RO exists for hotel but category suite is missing
1850,St James' Court A Taj Hotel (former Crowne Plaza St James),2844,2,BB,2,superior,A,7174,SPR,Board BB exists for hotel but category superior is missing
1850,St James' Court A Taj Hotel (former Crowne Plaza St James),2844,2,BB,4,deluxe,A,7174,DLX,Board BB exists for hotel but category deluxe is missing
1850,St James' Court A Taj Hotel (former Crowne Plaza St James),2844,2,BB,12,suite,A,7174,Suite,Board BB exists for hotel but category suite is missing
2315,Est Hotel,2979,1,RO,2,superior,A,7528,SPR,Board RO exists for hotel but category superior is missing
2315,Est Hotel,2979,1,RO,4,deluxe,A,7528,DLX,Board RO exists for hotel but category deluxe is missing
2315,Est Hotel,2979,1,RO,12,suite,A,7528,Suite,Board RO exists for hotel but category suite is missing
2315,Est Hotel,2979,2,BB,2,superior,A,7529,SPR,Board BB exists for hotel but category superior is missing
2315,Est Hotel,2979,2,BB,4,deluxe,A,7529,DLX,Board BB exists for hotel but category deluxe is missing
2315,Est Hotel,2979,2,BB,12,suite,A,7529,Suite,Board BB exists for hotel but category suite is missing
3160,Hotel Central Saint Germain,2967,1,RO,2,superior,A,7547,SPR,Board RO exists for hotel but category superior is missing
3160,Hotel Central Saint Germain,2967,1,RO,4,deluxe,A,7547,DLX,Board RO exists for hotel but category deluxe is missing
3160,Hotel Central Saint Germain,2967,1,RO,12,suite,A,7547,Suite,Board RO exists for hotel but category suite is missing
3160,Hotel Central Saint Germain,2967,2,BB,2,superior,A,7548,SPR,Board BB exists for hotel but category superior is missing
3160,Hotel Central Saint Germain,2967,2,BB,4,deluxe,A,7548,DLX,Board BB exists for hotel but category deluxe is missing
3160,Hotel Central Saint Germain,2967,2,BB,12,suite,A,7548,Suite,Board BB exists for hotel but category suite is missing
3327,Hotel Le Senat,2985,1,RO,4,deluxe,A,7604,DLX,Board RO exists for hotel but category deluxe is missing
3327,Hotel Le Senat,2985,1,RO,12,suite,A,7604,Suite,Board RO exists for hotel but category suite is missing
3327,Hotel Le Senat,2985,2,BB,4,deluxe,A,7605,DLX,Board BB exists for hotel but category deluxe is missing
3327,Hotel Le Senat,2985,2,BB,12,suite,A,7605,Suite,Board BB exists for hotel but category suite is missing
3570,"Thistle Trafalgar, Leicester Square",2818,1,RO,2,superior,A,7125,SPR,Board RO exists for hotel but category superior is missing
3570,"Thistle Trafalgar, Leicester Square",2818,1,RO,12,suite,A,7125,Suite,Board RO exists for hotel but category suite is missing
3570,"Thistle Trafalgar, Leicester Square",2818,2,BB,2,superior,A,7126,SPR,Board BB exists for hotel but category superior is missing
3570,"Thistle Trafalgar, Leicester Square",2818,2,BB,12,suite,A,7126,Suite,Board BB exists for hotel but category suite is missing
3742,The Belgrave Hotel,2843,1,RO,2,superior,A,7175,SPR,Board RO exists for hotel but category superior is missing
3742,The Belgrave Hotel,2843,1,RO,12,suite,A,7175,Suite,Board RO exists for hotel but category suite is missing
3742,The Belgrave Hotel,2843,2,BB,2,superior,A,7176,SPR,Board BB exists for hotel but category superior is missing
3742,The Belgrave Hotel,2843,2,BB,12,suite,A,7176,Suite,Board BB exists for hotel but category suite is missing
3946,Doubletree by Hilton Westminster [ex. City Inn and Mint Westminster],2846,1,RO,2,superior,A,7169,SPR,Board RO exists for hotel but category superior is missing
3946,Doubletree by Hilton Westminster [ex. City Inn and Mint Westminster],2846,1,RO,4,deluxe,A,7169,DLX,Board RO exists for hotel but category deluxe is missing
3946,Doubletree by Hilton Westminster [ex. City Inn and Mint Westminster],2846,2,BB,2,superior,A,7170,SPR,Board BB exists for hotel but category superior is missing
3946,Doubletree by Hilton Westminster [ex. City Inn and Mint Westminster],2846,2,BB,4,deluxe,A,7170,DLX,Board BB exists for hotel but category deluxe is missing
4241,Rixos Premium Belek,2795,5,AI,2,superior,A,7083,SPR,Board AI exists for hotel but category superior is missing
4241,Rixos Premium Belek,2795,5,AI,4,deluxe,A,7083,DLX,Board AI exists for hotel but category deluxe is missing
4241,Rixos Premium Belek,2795,5,AI,12,suite,A,7083,Suite,Board AI exists for hotel but category suite is missing
4329,New Hotel Roblin,3020,1,RO,4,deluxe,A,7689,DLX,Board RO exists for hotel but category deluxe is missing
4329,New Hotel Roblin,3020,1,RO,12,suite,A,7689,Suite,Board RO exists for hotel but category suite is missing
4329,New Hotel Roblin,3020,2,BB,4,deluxe,A,7690,DLX,Board BB exists for hotel but category deluxe is missing
4329,New Hotel Roblin,3020,2,BB,12,suite,A,7690,Suite,Board BB exists for hotel but category suite is missing
4735,Citadines Trafalgar Square London,2815,1,RO,2,superior,A,7121,SPR,Board RO exists for hotel but category superior is missing
4735,Citadines Trafalgar Square London,2815,1,RO,4,deluxe,A,7121,DLX,Board RO exists for hotel but category deluxe is missing
4735,Citadines Trafalgar Square London,2815,1,RO,12,suite,A,7121,Suite,Board RO exists for hotel but category suite is missing
4755,Citadines Saint-Germain Des Pres,3019,1,RO,2,superior,A,7691,SPR,Board RO exists for hotel but category superior is missing
4755,Citadines Saint-Germain Des Pres,3019,1,RO,12,suite,A,7691,Suite,Board RO exists for hotel but category suite is missing
4848,PARK PLAZA RIVERBANK,4848,1,RO,4,deluxe,A,7129,DLX,Board RO exists for hotel but category deluxe is missing
4848,PARK PLAZA RIVERBANK,4848,1,RO,12,suite,A,7129,Suite,Board RO exists for hotel but category suite is missing
4848,PARK PLAZA RIVERBANK,4848,2,BB,4,deluxe,A,7130,DLX,Board BB exists for hotel but category deluxe is missing
4848,PARK PLAZA RIVERBANK,4848,2,BB,12,suite,A,7130,Suite,Board BB exists for hotel but category suite is missing
5012,Elysees 8 Hotel (ex Timhotel Elysees Cambaceres),2971,1,RO,2,superior,A,7541,SPR,Board RO exists for hotel but category superior is missing
5012,Elysees 8 Hotel (ex Timhotel Elysees Cambaceres),2971,1,RO,4,deluxe,A,7541,DLX,Board RO exists for hotel but category deluxe is missing
5012,Elysees 8 Hotel (ex Timhotel Elysees Cambaceres),2971,1,RO,12,suite,A,7541,Suite,Board RO exists for hotel but category suite is missing
5012,Elysees 8 Hotel (ex Timhotel Elysees Cambaceres),2971,2,BB,2,superior,A,7542,SPR,Board BB exists for hotel but category superior is missing
5012,Elysees 8 Hotel (ex Timhotel Elysees Cambaceres),2971,2,BB,4,deluxe,A,7542,DLX,Board BB exists for hotel but category deluxe is missing
5012,Elysees 8 Hotel (ex Timhotel Elysees Cambaceres),2971,2,BB,12,suite,A,7542,Suite,Board BB exists for hotel but category suite is missing
5470,Thistle Piccadilly,2847,1,RO,2,superior,A,7167,SPR,Board RO exists for hotel but category superior is missing
5470,Thistle Piccadilly,2847,1,RO,12,suite,A,7167,Suite,Board RO exists for hotel but category suite is missing
5470,Thistle Piccadilly,2847,2,BB,2,superior,A,7168,SPR,Board BB exists for hotel but category superior is missing
5470,Thistle Piccadilly,2847,2,BB,12,suite,A,7168,Suite,Board BB exists for hotel but category suite is missing
5738,Les Tournelles (formerly Les Chevaliers Du Marais),2972,1,RO,2,superior,A,7539,SPR,Board RO exists for hotel but category superior is missing
5738,Les Tournelles (formerly Les Chevaliers Du Marais),2972,1,RO,4,deluxe,A,7539,DLX,Board RO exists for hotel but category deluxe is missing
5738,Les Tournelles (formerly Les Chevaliers Du Marais),2972,1,RO,12,suite,A,7539,Suite,Board RO exists for hotel but category suite is missing
5738,Les Tournelles (formerly Les Chevaliers Du Marais),2972,2,BB,2,superior,A,7540,SPR,Board BB exists for hotel but category superior is missing
5738,Les Tournelles (formerly Les Chevaliers Du Marais),2972,2,BB,4,deluxe,A,7540,DLX,Board BB exists for hotel but category deluxe is missing
5738,Les Tournelles (formerly Les Chevaliers Du Marais),2972,2,BB,12,suite,A,7540,Suite,Board BB exists for hotel but category suite is missing
6322,The Venetian Resort Hotel & Casino,2951,1,RO,1,standard,A,7382,Stnd,Board RO exists for hotel but category standard is missing
6322,The Venetian Resort Hotel & Casino,2951,1,RO,2,superior,A,7382,SPR,Board RO exists for hotel but category superior is missing
6325,Wynn Las Vegas,2953,1,RO,2,superior,A,7375,SPR,Board RO exists for hotel but category superior is missing
6325,Wynn Las Vegas,2953,1,RO,12,suite,A,7375,Suite,Board RO exists for hotel but category suite is missing
6482,InterContinental Miami,5276,1,RO,2,superior,A,12035,SPR,Board RO exists for hotel but category superior is missing
6482,InterContinental Miami,5276,2,BB,2,superior,A,13168,SPR,Board BB exists for hotel but category superior is missing
6482,InterContinental Miami,5276,2,BB,4,deluxe,A,13168,DLX,Board BB exists for hotel but category deluxe is missing
6654,Dorchester Hotel,5266,1,RO,2,superior,A,12035,SPR,Board RO exists for hotel but category superior is missing
6654,Dorchester Hotel,5266,2,BB,2,superior,A,13168,SPR,Board BB exists for hotel but category superior is missing
6654,Dorchester Hotel,5266,2,BB,4,deluxe,A,13168,DLX,Board BB exists for hotel but category deluxe is missing
6660,Freehand Miami,5107,1,RO,4,deluxe,A,12076,DLX,Board RO exists for hotel but category deluxe is missing
6661,Loews Miami Beach Hotel,5073,1,RO,2,superior,A,12033,SPR,Board RO exists for hotel but category superior is missing
6661,Loews Miami Beach Hotel,5073,1,RO,4,deluxe,A,12033,DLX,Board RO exists for hotel but category deluxe is missing
6663,Marseilles Hotel,5096,1,RO,2,superior,A,12065,SPR,Board RO exists for hotel but category superior is missing
6663,Marseilles Hotel,5096,1,RO,4,deluxe,A,12065,DLX,Board RO exists for hotel but category deluxe is missing
10192,Dusit Thani,2876,1,RO,2,superior,A,7252,SPR,Board RO exists for hotel but category superior is missing
10192,Dusit Thani,2876,1,RO,12,suite,A,7252,Suite,Board RO exists for hotel but category suite is missing
10192,Dusit Thani,2876,2,BB,2,superior,A,7253,SPR,Board BB exists for hotel but category superior is missing
10192,Dusit Thani,2876,2,BB,12,suite,A,7253,Suite,Board BB exists for hotel but category suite is missing
10248,St Regis Downtown,2867,1,RO,1,standard,A,7271,Stnd,Board RO exists for hotel but category standard is missing
10248,St Regis Downtown,2867,1,RO,12,suite,A,7271,Suite,Board RO exists for hotel but category suite is missing
10248,St Regis Downtown,2867,2,BB,1,standard,A,7272,Stnd,Board BB exists for hotel but category standard is missing
10248,St Regis Downtown,2867,2,BB,12,suite,A,7272,Suite,Board BB exists for hotel but category suite is missing
10265,Shangri-La Dubai,2873,1,RO,2,superior,A,7258,SPR,Board RO exists for hotel but category superior is missing
10265,Shangri-La Dubai,2873,1,RO,12,suite,A,7258,Suite,Board RO exists for hotel but category suite is missing
10265,Shangri-La Dubai,2873,2,BB,2,superior,A,7259,SPR,Board BB exists for hotel but category superior is missing
10265,Shangri-La Dubai,2873,2,BB,12,suite,A,7259,Suite,Board BB exists for hotel but category suite is missing
10379,Royal National Hotel,2946,1,RO,2,superior,A,7376,SPR,Board RO exists for hotel but category superior is missing
10379,Royal National Hotel,2946,1,RO,4,deluxe,A,7376,DLX,Board RO exists for hotel but category deluxe is missing
10379,Royal National Hotel,2946,1,RO,12,suite,A,7376,Suite,Board RO exists for hotel but category suite is missing
10379,Royal National Hotel,2946,2,BB,2,superior,A,7377,SPR,Board BB exists for hotel but category superior is missing
10379,Royal National Hotel,2946,2,BB,4,deluxe,A,7377,DLX,Board BB exists for hotel but category deluxe is missing
10379,Royal National Hotel,2946,2,BB,12,suite,A,7377,Suite,Board BB exists for hotel but category suite is missing
11661,Blakemore Hyde Park,2796,1,RO,2,superior,A,7086,SPR,Board RO exists for hotel but category superior is missing
11661,Blakemore Hyde Park,2796,1,RO,4,deluxe,A,7086,DLX,Board RO exists for hotel but category deluxe is missing
11661,Blakemore Hyde Park,2796,1,RO,12,suite,A,7086,Suite,Board RO exists for hotel but category suite is missing
11661,Blakemore Hyde Park,2796,2,BB,2,superior,A,7864,SPR,Board BB exists for hotel but category superior is missing
11661,Blakemore Hyde Park,2796,2,BB,4,deluxe,A,7864,DLX,Board BB exists for hotel but category deluxe is missing
11661,Blakemore Hyde Park,2796,2,BB,12,suite,A,7864,Suite,Board BB exists for hotel but category suite is missing
12727,Maritim Jolie Ville Golf & Resort,2925,1,RO,1,standard,A,7329,Stnd,Board RO exists for hotel but category standard is missing
12727,Maritim Jolie Ville Golf & Resort,2925,1,RO,12,suite,A,7329,Suite,Board RO exists for hotel but category suite is missing
12727,Maritim Jolie Ville Golf & Resort,2925,2,BB,1,standard,A,7330,Stnd,Board BB exists for hotel but category standard is missing
12727,Maritim Jolie Ville Golf & Resort,2925,2,BB,12,suite,A,7330,Suite,Board BB exists for hotel but category suite is missing
12821,Brown Lighthouse Eilat,3062,1,RO,4,deluxe,A,7763,DLX,Board RO exists for hotel but category deluxe is missing
12821,Brown Lighthouse Eilat,3062,1,RO,12,suite,A,7763,Suite,Board RO exists for hotel but category suite is missing
12821,Brown Lighthouse Eilat,3062,2,BB,4,deluxe,A,7764,DLX,Board BB exists for hotel but category deluxe is missing
12821,Brown Lighthouse Eilat,3062,2,BB,12,suite,A,7764,Suite,Board BB exists for hotel but category suite is missing
12824,Brown Eilat,3060,1,RO,2,superior,A,7760,SPR,Board RO exists for hotel but category superior is missing
12824,Brown Eilat,3060,1,RO,4,deluxe,A,7760,DLX,Board RO exists for hotel but category deluxe is missing
12824,Brown Eilat,3060,1,RO,12,suite,A,7760,Suite,Board RO exists for hotel but category suite is missing
12824,Brown Eilat,3060,2,BB,2,superior,A,7761,SPR,Board BB exists for hotel but category superior is missing
12824,Brown Eilat,3060,2,BB,4,deluxe,A,7761,DLX,Board BB exists for hotel but category deluxe is missing
12824,Brown Eilat,3060,2,BB,12,suite,A,7761,Suite,Board BB exists for hotel but category suite is missing
12915,Sea Net,2837,2,BB,12,suite,A,7185,Suite,Board BB exists for hotel but category suite is missing
12916,Shalom hotel & Relax,2828,1,RO,4,deluxe,A,7139,DLX,Board RO exists for hotel but category deluxe is missing
12916,Shalom hotel & Relax,2828,1,RO,12,suite,A,7139,Suite,Board RO exists for hotel but category suite is missing
12916,Shalom hotel & Relax,2828,2,BB,4,deluxe,A,7140,DLX,Board BB exists for hotel but category deluxe is missing
12916,Shalom hotel & Relax,2828,2,BB,12,suite,A,7140,Suite,Board BB exists for hotel but category suite is missing
14702,Vital,2832,1,RO,2,superior,A,7147,SPR,Board RO exists for hotel but category superior is missing
14702,Vital,2832,1,RO,4,deluxe,A,7147,DLX,Board RO exists for hotel but category deluxe is missing
14702,Vital,2832,1,RO,12,suite,A,7147,Suite,Board RO exists for hotel but category suite is missing
14702,Vital,2832,2,BB,2,superior,A,7148,SPR,Board BB exists for hotel but category superior is missing
14702,Vital,2832,2,BB,4,deluxe,A,7148,DLX,Board BB exists for hotel but category deluxe is missing
14702,Vital,2832,2,BB,12,suite,A,7148,Suite,Board BB exists for hotel but category suite is missing
14760,Grand Palladium Palace Resort & Spa,2948,1,RO,2,superior,A,7378,SPR,Board RO exists for hotel but category superior is missing
14760,Grand Palladium Palace Resort & Spa,2948,1,RO,12,suite,A,7378,Suite,Board RO exists for hotel but category suite is missing
14760,Grand Palladium Palace Resort & Spa,2948,5,AI,2,superior,A,7392,SPR,Board AI exists for hotel but category superior is missing
14760,Grand Palladium Palace Resort & Spa,2948,5,AI,12,suite,A,7392,Suite,Board AI exists for hotel but category suite is missing
15012,The Hoxton Shoreditch,2857,1,RO,2,superior,A,7187,SPR,Board RO exists for hotel but category superior is missing
15012,The Hoxton Shoreditch,2857,1,RO,4,deluxe,A,7187,DLX,Board RO exists for hotel but category deluxe is missing
15012,The Hoxton Shoreditch,2857,1,RO,12,suite,A,7187,Suite,Board RO exists for hotel but category suite is missing
15156,Mandeville,2848,1,RO,4,deluxe,A,7165,DLX,Board RO exists for hotel but category deluxe is missing
15156,Mandeville,2848,1,RO,12,suite,A,7165,Suite,Board RO exists for hotel but category suite is missing
15156,Mandeville,2848,2,BB,4,deluxe,A,7166,DLX,Board BB exists for hotel but category deluxe is missing
15156,Mandeville,2848,2,BB,12,suite,A,7166,Suite,Board BB exists for hotel but category suite is missing
15906,Eden Opera Hotel,2980,1,RO,4,deluxe,A,7526,DLX,Board RO exists for hotel but category deluxe is missing
15906,Eden Opera Hotel,2980,1,RO,12,suite,A,7526,Suite,Board RO exists for hotel but category suite is missing
15906,Eden Opera Hotel,2980,2,BB,4,deluxe,A,7527,DLX,Board BB exists for hotel but category deluxe is missing
15906,Eden Opera Hotel,2980,2,BB,12,suite,A,7527,Suite,Board BB exists for hotel but category suite is missing
16711,Peyris Opera,2975,1,RO,4,deluxe,A,7534,DLX,Board RO exists for hotel but category deluxe is missing
16711,Peyris Opera,2975,1,RO,12,suite,A,7534,Suite,Board RO exists for hotel but category suite is missing
16711,Peyris Opera,2975,2,BB,4,deluxe,A,7535,DLX,Board BB exists for hotel but category deluxe is missing
16711,Peyris Opera,2975,2,BB,12,suite,A,7535,Suite,Board BB exists for hotel but category suite is missing
16861,Hotel Plaza Elysees (Ex. BEST WESTERN Plaza Elysees),3027,1,RO,4,deluxe,A,7676,DLX,Board RO exists for hotel but category deluxe is missing
16861,Hotel Plaza Elysees (Ex. BEST WESTERN Plaza Elysees),3027,1,RO,12,suite,A,7676,Suite,Board RO exists for hotel but category suite is missing
16861,Hotel Plaza Elysees (Ex. BEST WESTERN Plaza Elysees),3027,2,BB,4,deluxe,A,7677,DLX,Board BB exists for hotel but category deluxe is missing
16861,Hotel Plaza Elysees (Ex. BEST WESTERN Plaza Elysees),3027,2,BB,12,suite,A,7677,Suite,Board BB exists for hotel but category suite is missing
16864,Princesse Caroline,2974,1,RO,2,superior,A,7536,SPR,Board RO exists for hotel but category superior is missing
16864,Princesse Caroline,2974,1,RO,4,deluxe,A,7536,DLX,Board RO exists for hotel but category deluxe is missing
16864,Princesse Caroline,2974,1,RO,12,suite,A,7536,Suite,Board RO exists for hotel but category suite is missing
16864,Princesse Caroline,2974,2,BB,2,superior,A,7899,SPR,Board BB exists for hotel but category superior is missing
16864,Princesse Caroline,2974,2,BB,4,deluxe,A,7899,DLX,Board BB exists for hotel but category deluxe is missing
16864,Princesse Caroline,2974,2,BB,12,suite,A,7899,Suite,Board BB exists for hotel but category suite is missing
16873,Hotel Marceau Champs Elysees,3018,1,RO,4,deluxe,A,7692,DLX,Board RO exists for hotel but category deluxe is missing
16873,Hotel Marceau Champs Elysees,3018,1,RO,12,suite,A,7692,Suite,Board RO exists for hotel but category suite is missing
16877,Hotel Park Lane Paris,3024,1,RO,4,deluxe,A,7682,DLX,Board RO exists for hotel but category deluxe is missing
16877,Hotel Park Lane Paris,3024,1,RO,12,suite,A,7682,Suite,Board RO exists for hotel but category suite is missing
16877,Hotel Park Lane Paris,3024,2,BB,4,deluxe,A,7683,DLX,Board BB exists for hotel but category deluxe is missing
16877,Hotel Park Lane Paris,3024,2,BB,12,suite,A,7683,Suite,Board BB exists for hotel but category suite is missing
17098,Heritance Kandalama,2786,2,BB,2,superior,A,7059,SPR,Board BB exists for hotel but category superior is missing
17098,Heritance Kandalama,2786,2,BB,4,deluxe,A,7059,DLX,Board BB exists for hotel but category deluxe is missing
17098,Heritance Kandalama,2786,2,BB,12,suite,A,7059,Suite,Board BB exists for hotel but category suite is missing
19977,Fontainebleau Miami Beach,5268,1,RO,2,superior,A,12035,SPR,Board RO exists for hotel but category superior is missing
19977,Fontainebleau Miami Beach,5268,2,BB,2,superior,A,13168,SPR,Board BB exists for hotel but category superior is missing
19977,Fontainebleau Miami Beach,5268,2,BB,4,deluxe,A,13168,DLX,Board BB exists for hotel but category deluxe is missing
20613,Park Grand London Kensington,2797,1,RO,12,suite,A,7088,Suite,Board RO exists for hotel but category suite is missing
20613,Park Grand London Kensington,2797,2,BB,12,suite,A,7087,Suite,Board BB exists for hotel but category suite is missing
20702,Embassy Suites by Hilton Miami International Airport,5081,1,RO,2,superior,A,12045,SPR,Board RO exists for hotel but category superior is missing
20702,Embassy Suites by Hilton Miami International Airport,5081,1,RO,4,deluxe,A,12045,DLX,Board RO exists for hotel but category deluxe is missing
20702,Embassy Suites by Hilton Miami International Airport,5081,2,BB,1,standard,A,13170,Stnd,Board BB exists for hotel but category standard is missing
20702,Embassy Suites by Hilton Miami International Airport,5081,2,BB,2,superior,A,13170,SPR,Board BB exists for hotel but category superior is missing
20702,Embassy Suites by Hilton Miami International Airport,5081,2,BB,4,deluxe,A,13170,DLX,Board BB exists for hotel but category deluxe is missing
20706,Hilton Miami Airport,5083,1,RO,2,superior,A,12035,SPR,Board RO exists for hotel but category superior is missing
20706,Hilton Miami Airport,5083,2,BB,2,superior,A,13168,SPR,Board BB exists for hotel but category superior is missing
20706,Hilton Miami Airport,5083,2,BB,4,deluxe,A,13168,DLX,Board BB exists for hotel but category deluxe is missing
21106,Isrotel Tower Tel Aviv Hotel,2840,1,RO,12,suite,A,7179,Suite,Board RO exists for hotel but category suite is missing
21106,Isrotel Tower Tel Aviv Hotel,2840,2,BB,12,suite,A,7180,Suite,Board BB exists for hotel but category suite is missing
21162,Trianon Rive Gauche (Ex. Best Western Trianon Rive Gauche),3021,1,RO,4,deluxe,A,7687,DLX,Board RO exists for hotel but category deluxe is missing
21162,Trianon Rive Gauche (Ex. Best Western Trianon Rive Gauche),3021,1,RO,12,suite,A,7687,Suite,Board RO exists for hotel but category suite is missing
21162,Trianon Rive Gauche (Ex. Best Western Trianon Rive Gauche),3021,2,BB,4,deluxe,A,7688,DLX,Board BB exists for hotel but category deluxe is missing
21162,Trianon Rive Gauche (Ex. Best Western Trianon Rive Gauche),3021,2,BB,12,suite,A,7688,Suite,Board BB exists for hotel but category suite is missing
21842,Miami International Airport Hotel,5275,1,RO,2,superior,A,12035,SPR,Board RO exists for hotel but category superior is missing
21842,Miami International Airport Hotel,5275,2,BB,2,superior,A,13168,SPR,Board BB exists for hotel but category superior is missing
21842,Miami International Airport Hotel,5275,2,BB,4,deluxe,A,13168,DLX,Board BB exists for hotel but category deluxe is missing
22034,Hilton Bentley Miami South Beach,5093,1,RO,2,superior,A,12062,SPR,Board RO exists for hotel but category superior is missing
24982,Hilton Miami Downtown,5084,1,RO,2,superior,A,12048,SPR,Board RO exists for hotel but category superior is missing
24982,Hilton Miami Downtown,5084,1,RO,4,deluxe,A,12048,DLX,Board RO exists for hotel but category deluxe is missing
24982,Hilton Miami Downtown,5084,2,BB,2,superior,A,13173,SPR,Board BB exists for hotel but category superior is missing
24982,Hilton Miami Downtown,5084,2,BB,4,deluxe,A,13173,DLX,Board BB exists for hotel but category deluxe is missing
24989,Hotel Riu Plaza Miami Beach,5109,1,RO,2,superior,A,12077,SPR,Board RO exists for hotel but category superior is missing
24989,Hotel Riu Plaza Miami Beach,5109,1,RO,12,suite,A,12077,Suite,Board RO exists for hotel but category suite is missing
26733,Barcelo Imagine (Ex. Foxa 32),2950,1,RO,2,superior,A,7380,SPR,Board RO exists for hotel but category superior is missing
